100,0.8,367,"11:06 04:09:19"
100,0.8,371,"11:06 04:09:22"
100,0.8,410,"11:06 04:09:25"
120,0.8,672,"11:06 04:09:28"
120,0.8,728,"11:06 04:09:32"
120,0.8,730,"11:06 04:09:36"
140,0.8,1091,"11:06 04:09:41"
140,0.8,1100,"11:06 04:09:46"
140,0.8,1202,"11:06 04:09:52"
160,0.8,1818,"11:06 04:10:00"
160,0.8,1646,"11:06 04:10:08"
160,0.8,1715,"11:06 04:10:15"
180,0.8,2260,"11:06 04:10:26"
180,0.8,2246,"11:06 04:10:36"
180,0.8,2303,"11:06 04:10:47"
200,0.8,3270,"11:06 04:11:01"
200,0.8,3257,"11:06 04:11:15"
200,0.8,3290,"11:06 04:11:29"
